,Unnamed: 0,input,output
602,602,"Hello,
As per the chat transcript above, I need to pay $1300 for Aasha's AI-camp.
I would like to pay it now. Don't see an option to pay online for this
amount. Can I call you now and pay the tuition fee?
Thank you
Regards
Divya Yeluri",monetary_issues
603,603,"Hi Richard,

I do not have the coupon code for the early bird price. Can you provide
that?

I was pointed to
https://www.ai-camp.org/product-page/ai-summer-camp-with-reservation-fee-paid
by Axel
to pay the remaining balance. It doesn't appear to take into account the
$249 reservation fee I paid for each of them yesterday.

Thanks,

Dan",monetary_issues
604,604,"Thank you for the update,

I really appreciate this opportunity and I am really grateful for it.",unactionable
605,605,"Hello,

I can't seem to locate the summer program registrations. After filling out
the form, I was deposited to a differing page that advertised classes
starting in April rather than over the summer.

Is it possible to link the summer camp registration form, or redirect me to
it?

Thank you,
Jacopo",registration
606,606,"Hello! I just wanted to know if I needed to fill out an application to the
AI Camp. I didn't know if the scholarship application already did that for
me or not. Thanks!",others
607,607,"Thank you so much! Please let me know as soon as possible when the new date
is!",program_info
608,608,"Hello,
My name is Shreyas and I am taking this AI conceptual course on March 27th.
Unfortunately a situation has occurred and I will not be able to attend the
class. Is there anyway I can move to the April 3rd batch? Please let me
know as soon as possible. Thank you!

Sincerely,
Shreyas Srinivasan",program_info
609,609,"Thanks so much, Rich. We will evaluate the options. 

Best,

Bud",unactionable
610,610,"Thanks so much. We have conflicts on all 3 of the dates, so Iâm not sure we can do it. Her Senior year starts on 8/10, so she would miss the last 4 days the camp if she did the last session. We are traveling for the second session and I just realized that she has something called Girlâs State during the first session. I donât suppose she could do the last session and miss the last 4 days?

Are there any other programs you are offering?

Sorry to bother.

Thanks so much.",program_info
611,611,"Thanks for the quick response, Rich.

How about the 3rd session?

Thanks",program_info
612,612,"Hi there, 

I am looking into this camp for my daughter. Will it be virtual or in person? Also, is the first session (June 14th-July 2nd) still available?

Thanks,

Bud Lawrence",others
613,613,"Yes, we were trying to look at the information for signing up, and the
button was not working. I was wondering why, and wanted to look into your
program a bit more. Can you help us?",registration
614,614,"Sounds great, thanks for the update!",unactionable
615,615,"To whomsoever it may concern,
I had two small questions; hope you can help.

   1. Does your AI camp provide any college credit? If not, are there any
   other programs that do?
   2. Is there any certificate or recognition we get after completing your
   conceptual series?

Thanks and regards,
Sara Sehgal",others
616,616,"Thanks for letting me know!

Thank you for your consideration,
Lukas",unactionable
617,617,"Hi, I was wondering if there were any available scholarships for the AI
Camp Summer Program?",scholarship
618,618,"Dear AI Camp,

I hope you're doing well! Although I'd absolutely love to attend AI Camp
this summer and I'm grateful you thought I deserve a scholarship, there are
some potential schedule conflicts during the summer that I cannot predict.
Since the deadline is today, may I request a refund for the reservation fee
that I've already paid?

If it turns out that there is no schedule conflict, I'm also looking
forward to potentially joining the summer camp if there happens to be
remaining openings. Again, thank you so much for offering this amazing
opportunity!

Best,
Lindsey Zhang",monetary_issues
619,619,"[if !mso]><style>v\:* {behavior:url(#default#VML);}
o\:* {behavior:url(#default#VML);}
w\:* {behavior:url(#default#VML);}
.shape {behavior:url(#default#VML);}
</style><![endif]<!--
/* Font Definitions */
@font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;}
@font-face
	{font-family:Calibri;
	panose-1:2 15 5 2 2 2 4 3 2 4;}
/* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{margin:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
a:link, span.MsoHyperlink
	{mso-style-priority:99;
	color:blue;
	text-decoration:underline;}
.MsoChpDefault
	{mso-style-type:export-only;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;}
div.WordSection1
	{page:WordSection1;}
/* List Definitions */
@list l0
	{mso-list-id:602300551;
	mso-list-template-ids:-1;}
@list l0:level1
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level2
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:1.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level3
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:1.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level4
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:2.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level5
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:2.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level6
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:3.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level7
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:3.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level8
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:4.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level9
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:4.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
ol
	{margin-bottom:0in;}
ul
	{margin-bottom:0in;}
-->Oops! Due to my heavy homework load in school, I will not be able to put the April scholarship to use. Hopefully you can share my scholarship with another applicant. I will submit a slightly modified version of my essays in the summer camp application.Thanks,-Quinn From: AI CampSent: Sunday, March 28, 2021 11:29 PMTo: quinnyockey@gmail.comSubject: RE: your AI Camp Conceptual Scholarship Application Update Hello Quinn!  Thanks for reaching out. I believe you might have applied to the wrong program. This specific scholarship is for our Conceptual Series. If you were looking for our Summer Scholarship then I would be happy to direct you to that as well.  Here is the link to apply for the April Scholarship Round. I suggest filling out the following application as thorough and as passionately as possible. https://www.ai-camp.org/summer-camp-scholarship-region-2 The application will be evaluated end of April.  Let me know if this helps.  Best,  Axel Mora Community Support  AI Camp P: (626) 688-7921 E: hello@ai-camp.org  On Sun, Mar 28, 2021 at 11:00 PM, Quinn.Yockey <quinnyockey@gmail.com> wrote: Thank you so much for the scholarship! I am super excited, but when I went to sign up for a course slot this summer, I was taken to a page to sign up for a camp starting April 3rd. Are the summer camp sessions full?  From: AI CampSent: Friday, March 26, 2021 5:25 PMTo: quinnyockey@gmail.comSubject: your AI Camp Conceptual Scholarship Application Update  Hi Quinn, Thank you for taking the time to apply to AI Camp's AI Conceptual Course scholarship program . We have reviewed many submissions and after reviewing your application, we want to give you the great news that we have decided to offer you a full scholarship that covers the cost of this 3 class course. To use this scholarship, simply use the link below to select an available course opening and apply the scholarship code provided below. We recommend that you sign up as soon as you possible because often times the get filled up. If by chance there are no available spots at the moment, we apologize for the inconvenience in advance, however, please check back as we are working diligently to make more spots available in the future. Booking link: [https://www.ai-camp.org/book-ai-conceptual](https://www.ai-camp.org/book-ai-conceptual)Apply this scholarship code so that the course amount goes from $99 to $0: learn_ai_free_2021One to two nights prior the scheduled start of the course, we will send out calendar invites with the zoom links for class.Please note, the zoom links provided will be the same for all three classes.Note: If the batch does not reach an attendance threshold, we will need to reschedule you to an alternate batch or provide you a rain check coupon. And Again Congratulations, AI Camp Scholarship Committee",unactionable
620,620,"<!--
/* Font Definitions */
@font-face
	{font-family:Wingdings;
	panose-1:5 0 0 0 0 0 0 0 0 0;}
@font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;}
@font-face
	{font-family:Calibri;
	panose-1:2 15 5 2 2 2 4 3 2 4;}
/* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{margin:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
a:link, span.MsoHyperlink
	{mso-style-priority:99;
	color:blue;
	text-decoration:underline;}
.MsoChpDefault
	{mso-style-type:export-only;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;}
div.WordSection1
	{page:WordSection1;}
/* List Definitions */
@list l0
	{mso-list-id:279267612;
	mso-list-template-ids:-1;}
@list l0:level1
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level2
	{mso-level-number-format:bullet;
	mso-level-text:o;
	mso-level-tab-stop:1.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:""Courier New"";
	mso-bidi-font-family:""Times New Roman"";}
@list l0:level3
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:1.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level4
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:2.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level5
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:2.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level6
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:3.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level7
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:3.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level8
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:4.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level9
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:4.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
ol
	{margin-bottom:0in;}
ul
	{margin-bottom:0in;}
-->Thank you so much for the scholarship! I am super excited, but when I went to sign up for a course slot this summer, I was taken to a page to sign up for a camp starting April 3rd. Are the summer camp sessions full? From: AI CampSent: Friday, March 26, 2021 5:25 PMTo: quinnyockey@gmail.comSubject: your AI Camp Conceptual Scholarship Application Update Hi Quinn, Thank you for taking the time to apply to AI Camp's AI Conceptual Course scholarship program . We have reviewed many submissions and after reviewing your application, we want to give you the great news that we have decided to offer you a full scholarship that covers the cost of this 3 class course. To use this scholarship, simply use the link below to select an available course opening and apply the scholarship code provided below. We recommend that you sign up as soon as you possible because often times the get filled up. If by chance there are no available spots at the moment, we apologize for the inconvenience in advance, however, please check back as we are working diligently to make more spots available in the future. Booking link: [https://www.ai-camp.org/book-ai-conceptual](https://www.ai-camp.org/book-ai-conceptual)Apply this scholarship code so that the course amount goes from $99 to $0: learn_ai_free_2021One to two nights prior the scheduled start of the course, we will send out calendar invites with the zoom links for class.Please note, the zoom links provided will be the same for all three classes.Note: If the batch does not reach an attendance threshold, we will need to reschedule you to an alternate batch or provide you a rain check coupon. And Again Congratulations, AI Camp Scholarship Committee",unactionable
621,621,"<!--
/* Font Definitions */
@font-face
	{font-family:Wingdings;
	panose-1:5 0 0 0 0 0 0 0 0 0;}
@font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;}
@font-face
	{font-family:Calibri;
	panose-1:2 15 5 2 2 2 4 3 2 4;}
/* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{margin:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
a:link, span.MsoHyperlink
	{mso-style-priority:99;
	color:blue;
	text-decoration:underline;}
.MsoChpDefault
	{mso-style-type:export-only;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;}
div.WordSection1
	{page:WordSection1;}
/* List Definitions */
@list l0
	{mso-list-id:997807315;
	mso-list-template-ids:-1;}
@list l0:level1
	{mso-level-number-format:bullet;
	mso-level-text:\F0B7;
	mso-level-tab-stop:.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Symbol;}
@list l0:level2
	{mso-level-number-format:bullet;
	mso-level-text:o;
	mso-level-tab-stop:1.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:""Courier New"";
	mso-bidi-font-family:""Times New Roman"";}
@list l0:level3
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:1.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level4
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:2.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level5
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:2.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level6
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:3.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level7
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:3.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level8
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:4.0in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
@list l0:level9
	{mso-level-number-format:bullet;
	mso-level-text:\F0A7;
	mso-level-tab-stop:4.5in;
	mso-level-number-position:left;
	text-indent:-.25in;
	mso-ansi-font-size:10.0pt;
	font-family:Wingdings;}
ol
	{margin-bottom:0in;}
ul
	{margin-bottom:0in;}
-->Hi, Will there be any other dates opening up if I can not do the three currently available? Thanks, Hayden Sent from Mail for Windows 10 From: AI CampSent: Tuesday, March 23, 2021 9:16 PMTo: haydenmaxwell0723@gmail.comSubject: your AI Camp Conceptual Scholarship Application Update Hi Hayden, Thank you for taking the time to apply to AI Camp's AI Conceptual Course scholarship program. We have reviewed your application, and we want to congratulate you that we have decided to offer you a partial scholarship that covers 70% of the cost for this three lesson course ! To apply the scholarship for AI Conceptual Course, simply use the link below to select an available course opening and apply the partial scholarship code provided below. Sign up as soon as you possible because often times the get filled up. If by chance there are no available spots at the moment, we apologize for the inconvenience in advance, however, please check back as we are working diligently to make more spots available in the future. Booking link: https://www.ai-camp.org/book-ai-conceptualUse this partial scholarship code to reduce the price from $99 to $29: learn_ai_2021One to Two nights prior the scheduled start of the course, we will send out calendar invites with the zoom links for your Batch.Please note, the zoom links provided will be the same for all three classes.Note: If the batch does not reach an attendance threshold, we will need to reschedule you to an alternate batch or provide you a rain check coupon. cheers, AI Camp Scholarship Committee",unactionable
622,622,"Great, thank you.",unactionable
623,623,"Hi,

I want to switch to the March 28th batch, since it works better for me.
Could you manually switch me to that batch?",program_info
624,624,Thank you for informing me.,unactionable
625,625,"Hi,

I got the scholarship from AI camp. My parents had a question: if I sign up for but can not attend AI camp for personal reasons, would our payment be refundable?

Thanks,

Pavana Upadhyaya


Pavana Upadhyaya",monetary_issues
626,626,"Great, thank you so much!",unactionable
627,627,"Hi! I was just wondering when I would be notified of the decision
concerning my application, as I haven't gotten a response yet.",others
628,628,Thank you.,unactionable
629,629,"Hi,

So I decided to keep the March 28th course, and I accidentally booked the
March 27th class, too. Could you remove my name from the March 27th course,
I can't on my end.",program_info
630,630,"Ok, thanks.",unactionable
631,631,"Thank you so much for the scholarship!

I also enrolled myself in the 3-week summer camp. I wanted to know if the
information overlaps or if the scholarship amount could be transferred to
the summer camp.

Thank you so much for this opportunity! I appreciate it and am looking
forward to learning with these courses.",scholarship
632,632,Thank you for your help! I appreciate it.,unactionable
633,633,Thank you for your reply and assistance.,unactionable
634,634,Thank you so much!  Will I need to re-register my daughter and pay again?,unactionable
635,635,"Hello,

I just signed my daughter Olivia Simon for the AI Camp beginning May 2nd
1pm.  We were given a discount code (*learn_ai_2021) *from you but the
discount code did not work.  We paid $99 instead of $29.  Just wanted to
let you know.",monetary_issues
636,636,"Hello, Iâm a student who signed up and paid for the AI conceptual course. I
did get an email confirming the sign up, but I was left confused on what
happens next. I submitted an application with the short answer essays and
didnât get an update to that application. Also, the schedule provided is
very vague and does not provide a link or any info on the substance for the
class. Thank you for your help.",others
637,637,Thank you for informing me.,unactionable
638,638,Thank you for the update!,unactionable
639,639,What email did I placed in the application?,registration
640,640,"Yes, it was.",unactionable
641,641,I didn't receive an email relating to whether or not I got accepted,unactionable
642,642,"Good morning Mr Hsu and thank you for your prompt reply. Yes, his name is
Jaden. I will have him log in using the zoom link you provided.
Thank you.",unactionable
643,643,"Good evening, 
My son is due to begin his session tomorrow but he needs the zoom link to join the class. Please let us know how to proceed. 
Thank you, 
Mrs Nelson",program_logistics
644,644,"Great, thank you so much!",unactionable
645,645,Thank you for the clarification! Sorry about my confusion,unactionable
646,646,"I never got an email which stated whether or not I was one of the people
who got it. I just got an email saying that if I paid 249, and I was within
the first 10, that I would get one. I never got a conformation, or anything
to pay the rest.
Sorry for my confusion,
Sid",scholarship
647,647,When will I know if I got the scholarship?,scholarship
648,648,"Hello,
I had a few questions about AI Camp tuition. I paide the reservation fee in
December for $250. When the AI Camp Scholarship Application came out, I
applied, and got the email saying that if I was within the first 10 to pay
for the scholarship reservation, I would get an $800 partial scholarship. I
did, and paid an additional $250. My questions were, how/when will I know
if I got the partial scholarship, and also, how/when can one of my
reservation fees be refunded?
Thanks,
Sidharth",scholarship
649,649,"Hi, AI Camp Team

I wonât be able to attend the information session this Saturday at 10 am
due to a conflicting schedule with another program of mine. If possible,
can you guys send a follow-up email about the contents of the information
session?

From,
Alvin Chen",program_info
650,650,Thank you so much! I am so grateful for this opportunity.,unactionable
651,651,"I'm signing up for the course that starts on March 28. But if something
comes up on the first day, is it possible to switch to the course that
starts on March 27? If that's not possible, is there a way to catch up on
the class that I missed? I'll appreciate a quick response.",program_info
652,652,"Thanks Michael.

This schedule is ok for us. Just to confirm the date.

Thanks,
Jacob",unactionable
653,653,"Dear AI Camp,


I hope this email finds you well. My name is Kelly Tung and I am reaching
out to you on behalf of the Cupertino Youth Activity Board.



We are reaching out to you because we are planning to host  Cupertino
2021 which gives teens the opportunity to compete and showcase their coding
talents by answering a secret prompt. This is a hackathon organized by the
Cupertino Youth Activity Board and Cupertino's Recreation Department and is
geared towards middle and high school students. Our theme for the hackathon
this year is Social Justice and it is scheduled virtually from June 26th to
July 3rd.



*We are reaching out as we are in need of mentors and judges. Below are the
descriptions for both positions, we would be honored if members from your
organization would be willing to be a mentor or judge for our hackathon.*

   -

   Mentors: You will have a 3 to 4 hour time commitment during the
   hackathon and will guide teams by answering questions and providing
   assistance throughout the week.
   -

   Judges: You will have a 5 to 8 hour time commitment, spread out at your
   convenience over the week after the hackathon submission closes. The
   judging window will be from July 5th to July 10th. We plan on having a
   training session on Saturday, June 19th at 10:30 AM to explain this yearâs
   hackathon rubric to our judges. Judges will have the opportunity to provide
   their feedback on the rubric during this meeting.

We would also like to formally invite members of your organization to
attend the closing ceremony on July 12th. Thank you for your time and
please do not hesitate to reach out to me or our Staff Liaison, Danny
Mestizo (DanielM@cupertino.org), with any further questions or
clarifications. We look forward to hearing from you soon.

Sincerely,

Kelly Tung

Director of Outreach - Cupertino Youth Activity Board",others
654,654,"Hello. For some reason, I did not get a response/email on the 23rd. Could
you please let me know whether or not I was accepted?
-Em Rainer",registration
655,655,"We will stick with pst . 19-3 est might be too early for us. Sorry for the
confusion",unactionable
656,656,"Hello 

Can u please move Neel to the 10-3 EST batch . We are currently enrolled in 10-3 PST .

Thanks",program_info
657,657,"Hello

We signed up and paid for AI camp starting July 23rd . Can you please confirm . I did not receive any acknowledgment . 
Kids name: Neel Sirivara 

thanks
Neetha",registration
658,658,"Thank you for the scholarship offer, I really appreciate it. However, I'm
more interested in the AI Summer Camp where students get to work on a
project, rather than the 3 day conceptual course because I know that I will
gain so much more from it. Is there any potential for a scholarship for the
summer camp? Thank you so much again for the scholarship for the 3 day
course. Have a great day.",scholarship
659,659,"Hello,
  I would like to get more information about the scholarship for the AI
summer camp.

Thanks,
Joel Thomas",scholarship
660,660,"Thank you Axel! 
He is very interested and excited in attending the summer class. We are working on the scholarship application now. 

Elizabeth Donlucas",unactionable
661,661,"Hi,
My son is a sophomore and is interested in taking the summer course at the recommendation of his counselor. 
I would like to inquire about your scholarship options and requirements. 

Thank you 
Elizabeth Donlucas",scholarship
662,662,"Great, thank you so much, Rich!

We look forward to the class!",unactionable
663,663,"Hello Rich,

My daughter, Anissa, really enjoyed her trial class this afternoon. I have
signed her up for the afterschool AI program and paid the monthly fee of
$199. Will I receive a confirmation and follow-up message of when and how
she will start her class?

Thank you so much for your assistance!

Best,
Yan",program_info
664,664,"Great! Thank you so much, Rich!",unactionable
665,665,"Hello Rich,

Thank you so much for your information! May I ask one more question: I have
received an invitation to join a trial class next Tuesday. Should I sign up
for the after-school program after the trial class? When will you assess my
daughter's ability? She is currently 12 but approaching 13 :)

Best regards,
Yan",others
666,666,"Hello,

I have some questions regarding your AI after-school program. 1) What is
the difference between the AI after-school program and AI summer program in
terms of the curriculum design other than the level of intensity. 2) Is the
after-school program online or onsite since your website says the class is
hosted on a learning center? 3) For a middle schooler who has a little bit
knowledge of Python, does she need to self learn something else beyond what
she will learn through the after-school program?

Thank you very much for your information!

Sincerely,
Lydia",others
667,667,"Okay, thank you.
*King Matulula Bsc, ADN, ADP, MBA.*
*557 Hitor dr*
*pittsburgh,*
* Pennsylvania, 15236.*
*USA*",unactionable
668,668,"Hello,

Iâm honored that you payed for 70% of my  scholarship for conceptual
classes. I do have a questions for you, though. Am I still eligible to
apply for the summer scholarship?
-- 
*King Matulula Bsc, ADN, ADP, MBA.*
*557 Hitor dr*
*pittsburgh,*
* Pennsylvania, 15236.*
*USA*",scholarship
669,669,Thank you so much!,unactionable
670,670,"Respected Sir/Ma'am,
Hello Sir/Ma'am! I hope this email finds you well. My name is Shriya
Chakraborti and I am a 9th grader aspiring to learn and work with AI. I
applied for the scholarship for the 3-week summer program. I am a
low-income student and wanted to apply for the full scholarship, but my
parents did not receive their tax returns for last year. I had to apply
without it. I got it back and wanted to know if I can send it somehow for a
consideration for a full scholarship? Is there anyway that I can do that
now please?

Sincerely,
Shriya Chakraborti",scholarship
671,671,Thank you for the update! THanks so much!,unactionable
672,672,"Thank you so much!Regards,Tanaya MahindrakarÂ Sent from my Galaxy",unactionable
673,673,"Hello,

My name is Tanaya Mahindrakar from Leland High School. I applied for the
scholarship, but have not signed up for the course. Is it possible to check
whether you have received my scholarship application or if it was not
received? If not, does this mean I am still qualified to get the scholarship if
I have not signed up for the program itself?

Thank you!",scholarship
674,674,"Yes, definitely! That makes sense. Thanks again",unactionable
675,675,"Just another question, Michael. Do you guys refund? Like say (just an
example), I wanna opt-out of the camp. Will you guys refund the money for
the classes that I did not want to attend?",monetary_issues
676,676,Thank you so much for your responses!!!,unactionable
677,677,"<!--
/* Font Definitions */
@font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;}
@font-face
	{font-family:Calibri;
	panose-1:2 15 5 2 2 2 4 3 2 4;}
/* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{margin:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
a:link, span.MsoHyperlink
	{mso-style-priority:99;
	color:blue;
	text-decoration:underline;}
.MsoChpDefault
	{mso-style-type:export-only;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;}
div.WordSection1
	{page:WordSection1;}
-->Hey,  My name is Elisa, a rising junior in highschool. I came upon your ai training camp while I was searching for internship programs from my highschool. I seemed to be very interested in your program and would like to relay a quick question or two. One, are you accepting applicants from camp thatâs starting on July 26th, 2021 â August 13th, 2021? Second, if someone misses a class due to personal reasons, do they get a make-up class or is it done for? Hopefully, you can answer my questions, and I look forward to hearing your response.  Thanks😊  Sent from Mail for Windows 10",unactionable
678,678,"Thanks very much, Axel. We'll fill this out.",unactionable
679,679,"Hello. My son is a student at South Pasadena High School and we saw the
info below on the summer opportunities page. Can you let me know how to
find out information about scholarships? Thank you very much.

Usha McFarling


AI Camp

would
like to offer *full and partial scholarships *to interested students at
South Pasadena Senior High to learn about AI. *We already provided
scholarships to more than 700 students *.

A bit more about AI Camp:

   1. *AI Camp was founded by Stanford Ph.Ds, and our instructors are from
   Stanford and Carnegie Mellon University*. Our mission is to bring AI
   education to all middle and high schools across the nation.
   2. Our AI curriculum is specially crafted for middle and high school
   students. *In just one year, we have taught more than 2,000 students for
   this introductory class.*
   3. Learning AI can spark students' interest in learning about math,
   coding, critical thinking, and science. *AI is the biggest technology
   tidal wave in our student's lifetime.*",scholarship
680,680,"Thanks! I completed the form and made the payment. Please send the link for
the meeting tomorrow.

Best,

Monica",program_logistics
681,681,"Yes. Can you resend me the link? I didn't put money down. It sounds like it
didn't work.

Thank you!",monetary_issues
682,682,"Hello,

I registered son for AI Camp but have not heard anything back. Can you
please confirm that you received the form for Asher Wheaton for the second
session?

Thank you!

Monica",registration
683,683,"Hello,

Just to confirm this is 10 AM PST - 3 PM PST? Not 10 PM - 3 PM

Thanks,
Satyam",program_info
684,684,"Hello,

I have previously set up a time and date for an interview with Michael Zhang to discuss my full scholarship for AI summer camp. I havenât received a Zoom invitation yet, so I wanted to check in, as it is tomorrow. I look forward to hearing from you.

Best wishes,

Chey Skahan
Chey.grace16@gmail.com",program_logistics
685,685,"Hello,
Hope you are doing well. I am a student going into 9th grade, and I really
want to participate in the AI camp. However, I do not have the financial
capability to pay so much money for this program. I love hands on and
technical work, and I think I will be a great fit for the program. Is there
any way I can get a scholarship to attend these camps, as I know that will
benefit me greatly. I will really appreciate it, and I look forward to
hearing from you soon.
Sincerely,
Nanu",scholarship
686,686,"Michael,

Great, thank you so much!

Zhenying

On Sat, Mar 13, 2021 at 2:23 PM Michael Ke Zhang 
wrote:",unactionable
687,687,Thank you for the update.,unactionable
688,688,"Thank you. I donât know if I can find another kid. Pls let us know once your website is updated with full year info and schedule. If not, will look at next year summer camps. As a beginner, he may not be learning much and not sure if the amount per month is worth for this grade level. 

Thank yo,
Swarna.",others
689,689,What is this Yes answer for ? I lost.,unactionable
690,690,"You mean if I suggest another kid, you will think about semi private?",others
